order_id,product_id,order_date,quantity,delivery_date,fulfilment_days
1984,201,2023-06-12,121,2023-06-17,5
1985,182,2024-02-04,72,2024-02-12,8
1986,12,2024-11-15,18,2024-11-26,11
1987,337,2023-08-11,34,2023-08-17,6
1988,235,2024-04-12,50,2024-04-27,15
1989,119,2024-02-25,60,2024-03-04,8
1990,145,2023-04-07,155,2023-04-20,13
1991,394,2023-08-17,76,2023-08-23,6
1992,468,2023-05-06,182,2023-05-15,9
1993,68,2024-08-02,48,2024-08-11,9
1994,287,2023-11-14,23,2023-11-17,3
1995,480,2023-09-03,141,2023-09-18,15
1996,424,2024-03-17,164,2024-03-27,10
1997,392,2023-01-18,47,2023-01-31,13
1998,120,2024-10-24,74,2024-10-27,3
1999,446,2023-02-22,23,2023-02-25,3
2000,71,2024-11-08,27,2024-11-19,11
2001,267,2023-07-22,165,2023-07-26,4
2002,12,2024-04-25,119,2024-05-05,10
2003,322,2024-10-07,127,2024-10-18,11
2004,22,2023-07-22,64,2023-07-29,7
2005,322,2023-04-19,135,2023-04-28,9
2006,144,2023-05-03,169,2023-05-17,14
2007,204,2024-09-05,79,2024-09-19,14
2008,352,2023-12-25,192,2024-01-06,12
2009,317,2024-05-13,1,2024-05-16,3
2010,63,2024-01-19,136,2024-02-01,13
2011,296,2024-11-05,10,2024-11-14,9
2012,37,2024-07-15,41,2024-07-20,5
2013,101,2024-08-24,194,2024-09-01,8
2014,57,2023-12-16,41,2023-12-28,12
2015,41,2024-10-25,175,2024-10-29,4
2016,261,2023-03-16,55,2023-03-31,15
2017,470,2023-12-03,125,2023-12-14,11
2018,231,2023-09-01,200,2023-09-09,8
2019,190,2024-08-23,30,2024-08-28,5
2020,308,2024-02-17,113,2024-02-22,5
2021,205,2024-09-15,196,2024-09-27,12
2022,40,2024-05-27,23,2024-06-07,11
2023,393,2023-04-21,5,2023-04-23,2
2024,74,2024-04-16,140,2024-04-18,2
2025,3,2023-08-15,139,2023-08-19,4
2026,281,2023-09-14,70,2023-09-19,5
2027,138,2023-12-28,127,2024-01-02,5
2028,169,2023-03-08,183,2023-03-10,2
2029,400,2023-12-22,180,2024-01-06,15
2030,58,2023-09-03,43,2023-09-10,7
2031,312,2024-06-19,154,2024-06-28,9
2032,160,2023-09-26,60,2023-10-05,9
2033,318,2023-05-31,15,2023-06-10,10
2034,216,2023-05-29,1,2023-06-10,12
2035,194,2023-03-21,61,2023-04-04,14
2036,421,2024-01-30,22,2024-02-08,9
2037,330,2023-12-01,111,2023-12-09,8
2038,38,2023-02-18,34,2023-03-05,15
2039,379,2023-11-25,136,2023-12-05,10
2040,63,2023-09-13,60,2023-09-28,15
2041,54,2023-03-09,135,2023-03-12,3
2042,350,2024-04-01,151,2024-04-13,12
2043,37,2023-09-16,71,2023-09-25,9
2044,279,2023-07-16,100,2023-07-22,6
2045,59,2024-11-27,94,2024-12-03,6
2046,405,2023-09-22,196,2023-10-06,14
2047,94,2023-12-29,83,2024-01-13,15
2048,133,2024-10-09,102,2024-10-14,5
2049,155,2024-02-11,189,2024-02-21,10
2050,291,2023-03-09,71,2023-03-18,9
2051,320,2023-12-22,110,2023-12-25,3
2052,232,2024-02-25,131,2024-03-10,14
2053,144,2024-03-08,14,2024-03-15,7
2054,463,2023-07-04,138,2023-07-17,13
2055,250,2023-06-24,61,2023-06-29,5
2056,153,2023-07-23,169,2023-08-06,14
2057,176,2023-04-06,69,2023-04-15,9
2058,357,2024-02-24,157,2024-03-04,9
2059,121,2024-09-08,165,2024-09-19,11
2060,334,2023-03-27,17,2023-04-08,12
2061,481,2023-01-19,78,2023-02-02,14
2062,245,2024-11-19,8,2024-11-27,8
2063,218,2023-08-04,67,2023-08-18,14
2064,487,2023-01-11,114,2023-01-25,14
2065,208,2023-01-12,76,2023-01-27,15
2066,229,2024-03-24,160,2024-04-01,8
2067,421,2023-07-20,43,2023-07-29,9
2068,44,2024-01-06,85,2024-01-17,11
2069,491,2024-03-17,100,2024-03-22,5
2070,9,2023-03-28,194,2023-04-08,11
2071,15,2023-11-27,43,2023-12-09,12
2072,104,2023-07-31,119,2023-08-15,15
2073,419,2023-09-28,166,2023-09-30,2
2074,263,2023-06-11,128,2023-06-14,3
2075,282,2024-02-24,24,2024-03-10,15
2076,216,2023-05-09,179,2023-05-19,10
2077,363,2024-02-13,146,2024-02-20,7
2078,133,2023-04-30,33,2023-05-07,7
2079,91,2024-08-20,78,2024-08-23,3
2080,337,2024-05-12,39,2024-05-26,14
2081,199,2023-03-16,169,2023-03-19,3
2082,179,2024-02-09,115,2024-02-13,4
2083,182,2024-11-21,41,2024-12-05,14
2084,493,2023-06-20,79,2023-06-22,2
2085,333,2024-03-27,190,2024-04-11,15
2086,247,2023-10-13,120,2023-10-28,15
2087,266,2024-03-03,11,2024-03-08,5
2088,348,2024-06-03,150,2024-06-06,3
2089,233,2024-02-13,39,2024-02-21,8
2090,439,2024-07-15,91,2024-07-30,15
2091,314,2024-02-10,9,2024-02-15,5
2092,355,2024-05-02,79,2024-05-08,6
2093,463,2023-07-11,57,2023-07-22,11
2094,67,2024-11-13,30,2024-11-18,5
2095,287,2024-11-15,73,2024-11-20,5
2096,192,2024-07-25,41,2024-07-29,4
2097,201,2023-12-09,19,2023-12-18,9
2098,483,2023-08-15,148,2023-08-20,5
2099,485,2023-06-24,37,2023-07-03,9
2100,164,2024-02-15,154,2024-02-27,12
2101,123,2024-09-30,85,2024-10-13,13
2102,432,2023-04-01,14,2023-04-06,5
2103,419,2023-05-01,37,2023-05-05,4
2104,301,2023-11-16,139,2023-11-18,2
2105,237,2023-05-29,153,2023-06-06,8
2106,103,2023-03-02,1,2023-03-08,6
2107,447,2024-05-08,195,2024-05-15,7
2108,145,2024-06-26,144,2024-07-03,7
2109,228,2024-03-30,173,2024-04-03,4
2110,410,2024-11-15,91,2024-11-17,2
2111,285,2024-01-07,141,2024-01-22,15
2112,201,2024-10-31,56,2024-11-08,8
2113,274,2023-06-17,35,2023-06-27,10
2114,401,2024-06-17,57,2024-06-22,5
2115,289,2023-12-22,159,2023-12-26,4
2116,490,2024-03-18,5,2024-03-29,11
2117,86,2024-09-22,125,2024-10-05,13
2118,305,2024-03-05,124,2024-03-15,10
2119,248,2024-08-08,79,2024-08-18,10
2120,285,2023-01-15,151,2023-01-20,5
2121,18,2023-10-29,181,2023-11-10,12
2122,202,2023-09-09,30,2023-09-20,11
2123,361,2023-04-26,81,2023-05-04,8
2124,14,2024-08-13,142,2024-08-20,7
2125,25,2023-09-24,21,2023-10-04,10
2126,156,2024-01-07,181,2024-01-09,2
2127,283,2023-02-08,150,2023-02-14,6
2128,138,2024-08-15,141,2024-08-30,15
2129,84,2023-12-04,192,2023-12-13,9
2130,412,2023-01-26,189,2023-01-28,2
2131,158,2024-11-12,71,2024-11-21,9
2132,369,2024-06-15,99,2024-06-27,12
2133,483,2023-02-01,95,2023-02-07,6
2134,95,2023-04-05,169,2023-04-18,13
2135,141,2023-01-14,94,2023-01-18,4
2136,68,2023-12-02,138,2023-12-07,5
2137,107,2024-08-03,198,2024-08-06,3
2138,354,2024-01-06,22,2024-01-09,3
2139,270,2023-02-04,13,2023-02-13,9
2140,99,2023-06-13,35,2023-06-21,8
2141,445,2023-01-06,78,2023-01-19,13
2142,115,2024-01-21,60,2024-01-27,6
2143,396,2024-01-16,77,2024-01-27,11
2144,163,2024-04-19,52,2024-04-28,9
2145,402,2023-06-09,27,2023-06-18,9
2146,223,2024-04-16,112,2024-04-28,12
2147,268,2024-05-27,122,2024-06-10,14
2148,52,2023-08-15,184,2023-08-27,12
2149,199,2023-09-08,68,2023-09-10,2
2150,442,2023-02-26,74,2023-03-07,9
2151,399,2024-06-13,28,2024-06-18,5
2152,489,2023-01-23,175,2023-01-30,7
2153,1,2024-01-13,125,2024-01-23,10
2154,424,2023-02-20,117,2023-03-07,15
2155,448,2023-05-03,28,2023-05-18,15
2156,202,2024-01-16,78,2024-01-18,2
2157,437,2023-10-05,181,2023-10-10,5
2158,334,2023-02-21,127,2023-03-06,13
2159,126,2024-09-05,179,2024-09-19,14
2160,229,2023-10-29,31,2023-11-09,11
2161,116,2024-03-05,179,2024-03-16,11
2162,213,2023-08-07,135,2023-08-19,12
2163,225,2024-06-15,136,2024-06-19,4
2164,291,2024-11-29,196,2024-12-13,14
2165,454,2023-05-01,169,2023-05-05,4
2166,228,2024-08-18,143,2024-08-27,9
2167,113,2023-10-10,22,2023-10-12,2
2168,110,2023-01-01,171,2023-01-11,10
2169,160,2023-12-23,151,2024-01-06,14
2170,134,2024-04-25,14,2024-04-27,2
2171,356,2024-07-02,21,2024-07-04,2
2172,171,2023-06-04,200,2023-06-18,14
2173,46,2023-03-04,48,2023-03-07,3
2174,268,2024-05-03,195,2024-05-08,5
2175,76,2023-11-14,172,2023-11-18,4
2176,81,2024-11-21,82,2024-12-06,15
2177,187,2024-04-04,43,2024-04-17,13
2178,240,2023-08-25,33,2023-09-04,10
2179,324,2024-06-15,52,2024-06-19,4
2180,459,2023-01-30,181,2023-02-10,11
2181,198,2024-04-13,13,2024-04-20,7
2182,134,2024-04-29,98,2024-05-10,11
2183,350,2023-02-15,11,2023-02-21,6
2184,115,2023-04-29,106,2023-05-08,9
2185,287,2023-02-05,63,2023-02-14,9
2186,318,2023-08-01,74,2023-08-11,10
2187,48,2023-03-09,15,2023-03-17,8
2188,317,2023-03-09,136,2023-03-21,12
2189,321,2024-09-20,181,2024-09-25,5
2190,182,2024-01-18,111,2024-01-22,4
2191,477,2023-05-19,108,2023-05-30,11
2192,204,2023-07-17,109,2023-07-23,6
2193,424,2023-06-04,109,2023-06-19,15
2194,248,2023-02-23,48,2023-03-09,14
2195,47,2023-01-19,27,2023-02-02,14
2196,491,2023-08-19,68,2023-08-23,4
2197,352,2024-04-18,156,2024-04-20,2
2198,16,2023-11-26,33,2023-11-29,3
2199,142,2023-05-15,44,2023-05-21,6
2200,357,2023-11-02,27,2023-11-08,6
2201,383,2024-03-09,82,2024-03-16,7
2202,464,2024-04-15,117,2024-04-17,2
2203,360,2023-04-03,112,2023-04-05,2
2204,334,2024-07-27,88,2024-08-11,15
2205,380,2023-02-21,62,2023-03-02,9
2206,69,2024-11-28,156,2024-12-04,6
2207,457,2023-11-22,163,2023-12-01,9
2208,55,2024-01-10,11,2024-01-23,13
2209,22,2023-12-28,17,2024-01-08,11
2210,346,2023-01-27,186,2023-02-07,11
2211,371,2023-07-01,133,2023-07-16,15
2212,372,2024-09-04,118,2024-09-17,13
2213,183,2023-05-07,75,2023-05-09,2
2214,465,2023-02-12,71,2023-02-21,9
2215,328,2023-12-09,141,2023-12-15,6
2216,418,2023-11-05,23,2023-11-08,3
2217,490,2024-07-22,22,2024-07-24,2
2218,75,2023-06-01,29,2023-06-06,5
2219,106,2023-11-02,160,2023-11-12,10
2220,278,2023-05-25,59,2023-05-27,2
2221,355,2023-11-29,119,2023-12-05,6
2222,442,2024-07-09,120,2024-07-11,2
2223,34,2023-06-10,187,2023-06-16,6
2224,102,2023-02-09,143,2023-02-14,5
2225,144,2023-07-25,188,2023-07-27,2
2226,351,2023-12-13,37,2023-12-27,14
2227,253,2024-06-11,70,2024-06-25,14
2228,314,2023-02-08,133,2023-02-17,9
2229,416,2023-07-19,150,2023-07-23,4
2230,21,2024-03-25,134,2024-04-03,9
2231,111,2023-06-28,99,2023-07-10,12
2232,217,2023-12-05,66,2023-12-17,12
2233,454,2024-11-14,55,2024-11-24,10
2234,73,2023-06-20,134,2023-06-22,2
2235,114,2024-04-26,63,2024-05-06,10
2236,248,2024-11-17,194,2024-11-19,2
2237,478,2024-05-03,132,2024-05-13,10
2238,428,2024-03-30,114,2024-04-03,4
2239,238,2023-09-11,191,2023-09-20,9
2240,56,2023-08-04,57,2023-08-07,3
2241,28,2024-11-21,142,2024-11-25,4
2242,100,2023-04-17,195,2023-04-25,8
2243,406,2023-04-19,148,2023-04-27,8
2244,378,2023-02-25,116,2023-03-03,6
2245,398,2023-04-17,178,2023-04-22,5
2246,307,2024-11-14,60,2024-11-28,14
2247,272,2023-07-04,111,2023-07-14,10
2248,313,2023-07-20,168,2023-08-01,12
2249,171,2023-03-28,16,2023-04-03,6
2250,277,2023-01-07,27,2023-01-13,6
2251,242,2024-07-11,171,2024-07-15,4
2252,402,2023-01-09,125,2023-01-15,6
2253,176,2023-04-10,5,2023-04-24,14
2254,114,2024-05-27,136,2024-06-06,10
2255,206,2024-02-23,121,2024-03-06,12
2256,48,2024-11-10,142,2024-11-16,6
2257,34,2024-06-25,142,2024-07-05,10
2258,204,2024-08-15,57,2024-08-20,5
2259,219,2023-12-10,85,2023-12-12,2
2260,254,2023-01-12,131,2023-01-24,12
2261,295,2024-08-11,96,2024-08-22,11
2262,440,2023-03-16,193,2023-03-29,13
2263,300,2024-06-10,147,2024-06-16,6
2264,285,2024-09-27,38,2024-10-07,10
2265,382,2024-10-22,181,2024-11-01,10
2266,346,2023-05-20,60,2023-05-29,9
2267,413,2023-08-15,91,2023-08-21,6
2268,212,2024-10-20,32,2024-11-04,15
2269,179,2023-04-02,96,2023-04-07,5
2270,315,2023-12-19,144,2023-12-31,12
2271,191,2023-01-17,142,2023-01-28,11
2272,413,2023-06-16,70,2023-06-27,11
2273,442,2024-03-13,111,2024-03-16,3
2274,375,2023-12-22,62,2023-12-27,5
2275,436,2024-01-09,125,2024-01-11,2
2276,264,2023-02-18,38,2023-03-01,11
2277,19,2023-02-26,14,2023-03-10,12
2278,403,2024-10-16,54,2024-10-28,12
2279,77,2024-06-01,32,2024-06-09,8
2280,146,2023-11-21,72,2023-11-27,6
2281,85,2024-06-14,177,2024-06-28,14
2282,73,2023-01-26,154,2023-02-09,14
2283,117,2024-09-16,70,2024-09-30,14
2284,160,2023-11-30,167,2023-12-06,6
2285,197,2024-01-03,176,2024-01-09,6
2286,51,2023-07-09,137,2023-07-13,4
2287,325,2023-02-02,126,2023-02-12,10
2288,163,2024-07-05,38,2024-07-14,9
2289,174,2023-05-03,29,2023-05-05,2
2290,87,2023-10-14,97,2023-10-25,11
2291,60,2023-05-03,125,2023-05-09,6
2292,436,2023-05-30,187,2023-06-08,9
2293,432,2024-07-25,83,2024-08-03,9
2294,198,2023-05-15,194,2023-05-17,2
2295,181,2024-01-23,170,2024-01-29,6
2296,355,2023-06-30,34,2023-07-11,11
2297,138,2023-04-03,173,2023-04-16,13
2298,241,2023-08-25,74,2023-09-06,12
2299,223,2023-10-08,3,2023-10-11,3
2300,114,2023-05-16,50,2023-05-30,14
2301,266,2024-01-03,59,2024-01-17,14
2302,16,2024-09-10,50,2024-09-16,6
2303,46,2024-04-16,90,2024-04-30,14
2304,179,2023-04-02,168,2023-04-14,12
2305,63,2023-03-23,89,2023-03-30,7
2306,42,2023-09-22,99,2023-09-25,3
2307,222,2024-05-07,8,2024-05-15,8
2308,77,2023-03-16,69,2023-03-25,9
2309,75,2023-02-15,200,2023-02-28,13
2310,330,2023-12-19,115,2023-12-21,2
2311,353,2024-07-22,13,2024-08-02,11
2312,437,2024-01-30,34,2024-02-05,6
2313,267,2024-11-29,1,2024-12-12,13
2314,365,2024-01-25,69,2024-02-08,14
2315,152,2024-08-15,13,2024-08-24,9
2316,51,2023-04-25,152,2023-04-29,4
2317,325,2023-05-02,117,2023-05-17,15
2318,42,2023-09-22,96,2023-10-02,10
2319,318,2024-04-01,197,2024-04-06,5
2320,329,2024-09-30,48,2024-10-14,14
2321,180,2023-09-27,118,2023-10-01,4
2322,153,2023-07-29,179,2023-08-08,10
2323,52,2023-04-05,114,2023-04-12,7
2324,349,2023-12-29,153,2024-01-02,4
2325,104,2024-02-18,16,2024-02-22,4
2326,447,2023-11-16,138,2023-11-20,4
2327,61,2023-05-23,169,2023-06-04,12
2328,187,2024-07-31,49,2024-08-07,7
2329,343,2023-03-05,158,2023-03-09,4
2330,49,2024-02-10,11,2024-02-19,9
2331,81,2024-07-12,148,2024-07-23,11
2332,20,2023-09-21,96,2023-09-26,5
2333,255,2023-05-16,181,2023-05-29,13
2334,217,2024-08-26,40,2024-09-03,8
2335,363,2023-12-19,169,2023-12-31,12
2336,119,2024-01-15,69,2024-01-24,9
2337,275,2024-01-09,13,2024-01-11,2
2338,354,2024-02-01,104,2024-02-08,7
2339,237,2024-05-17,26,2024-05-19,2
2340,2,2024-07-04,97,2024-07-15,11
2341,229,2023-07-11,60,2023-07-25,14
2342,230,2024-09-01,38,2024-09-14,13
2343,87,2023-03-05,168,2023-03-13,8
2344,418,2024-06-24,187,2024-06-29,5
2345,418,2023-06-14,74,2023-06-25,11
2346,349,2023-01-21,155,2023-01-30,9
2347,39,2023-08-27,43,2023-08-31,4
2348,298,2024-11-02,119,2024-11-07,5
2349,319,2024-10-27,59,2024-11-01,5
2350,123,2024-02-10,196,2024-02-14,4
2351,92,2023-09-19,135,2023-09-21,2
2352,26,2023-04-14,129,2023-04-29,15
2353,5,2023-06-17,125,2023-06-20,3
2354,359,2023-04-01,162,2023-04-04,3
2355,245,2024-02-05,102,2024-02-16,11
2356,459,2023-02-20,198,2023-02-24,4
2357,408,2023-03-12,124,2023-03-18,6
2358,140,2023-07-16,128,2023-07-21,5
2359,115,2023-08-01,177,2023-08-11,10
2360,480,2023-09-06,9,2023-09-09,3
2361,478,2023-07-02,194,2023-07-12,10
2362,104,2024-04-08,122,2024-04-13,5
2363,204,2024-01-19,43,2024-01-25,6
2364,130,2024-05-09,200,2024-05-13,4
2365,165,2023-03-18,105,2023-03-27,9
2366,177,2024-09-21,161,2024-10-03,12
2367,9,2024-01-25,52,2024-02-01,7
2368,10,2023-03-12,26,2023-03-14,2
2369,215,2024-11-02,184,2024-11-13,11
2370,376,2024-02-11,130,2024-02-18,7
2371,302,2023-04-29,116,2023-05-01,2
2372,487,2024-03-09,42,2024-03-20,11
2373,199,2024-07-05,89,2024-07-10,5
2374,255,2023-12-15,1,2023-12-28,13
2375,69,2023-01-22,8,2023-01-30,8
2376,39,2024-11-14,42,2024-11-23,9
2377,178,2023-04-08,105,2023-04-15,7
2378,59,2023-03-30,94,2023-04-13,14
2379,230,2024-08-22,193,2024-09-06,15
2380,326,2023-12-17,37,2023-12-27,10
2381,84,2023-10-22,199,2023-10-30,8
2382,429,2023-03-26,158,2023-03-30,4
2383,183,2023-11-03,166,2023-11-05,2
2384,72,2024-02-29,73,2024-03-12,12
2385,174,2023-09-18,93,2023-09-27,9
2386,43,2023-04-06,61,2023-04-10,4
2387,372,2024-04-03,63,2024-04-11,8
2388,472,2024-06-01,41,2024-06-09,8
2389,477,2023-12-12,55,2023-12-15,3
2390,213,2023-06-17,114,2023-06-27,10
2391,209,2023-10-20,171,2023-10-24,4
2392,55,2023-10-01,29,2023-10-06,5
2393,487,2023-05-03,77,2023-05-10,7
2394,125,2023-03-22,155,2023-03-24,2
2395,439,2023-01-23,184,2023-01-31,8
2396,30,2024-06-30,2,2024-07-08,8
2397,444,2023-03-03,134,2023-03-06,3
2398,429,2024-02-16,50,2024-02-24,8
2399,298,2024-02-24,198,2024-03-07,12
2400,287,2023-12-14,141,2023-12-28,14
2401,301,2023-06-08,42,2023-06-11,3
2402,308,2024-11-13,128,2024-11-21,8
2403,168,2024-06-09,30,2024-06-11,2
2404,155,2023-03-10,70,2023-03-13,3
2405,259,2024-01-14,73,2024-01-20,6
2406,121,2024-10-08,17,2024-10-20,12
2407,91,2024-11-25,5,2024-12-06,11
2408,368,2023-01-08,82,2023-01-13,5
2409,489,2023-05-14,23,2023-05-26,12
2410,15,2023-06-21,1,2023-07-04,13
2411,326,2023-05-01,71,2023-05-03,2
2412,449,2023-02-09,155,2023-02-13,4
2413,416,2024-09-07,38,2024-09-20,13
2414,432,2024-11-18,162,2024-11-21,3
2415,477,2023-06-13,46,2023-06-25,12
2416,183,2024-08-07,9,2024-08-18,11
2417,37,2023-03-13,120,2023-03-24,11
2418,333,2023-02-15,91,2023-02-17,2
2419,6,2024-05-30,148,2024-06-12,13
2420,291,2024-06-17,126,2024-06-23,6
2421,94,2024-06-12,16,2024-06-24,12
2422,56,2024-02-12,64,2024-02-22,10
2423,353,2024-08-18,59,2024-09-02,15
2424,437,2023-12-14,87,2023-12-17,3
2425,487,2024-09-24,175,2024-10-03,9
2426,461,2023-08-19,143,2023-09-03,15
2427,400,2023-03-11,70,2023-03-20,9
2428,245,2023-02-25,92,2023-02-28,3
2429,365,2024-11-20,158,2024-12-05,15
2430,252,2023-11-23,33,2023-12-05,12
2431,477,2024-07-26,65,2024-08-09,14
2432,284,2024-05-01,186,2024-05-12,11
2433,309,2023-07-03,89,2023-07-15,12
2434,18,2023-11-22,51,2023-12-07,15
2435,97,2023-03-11,107,2023-03-21,10
2436,474,2023-07-23,11,2023-07-29,6
2437,269,2023-11-11,62,2023-11-13,2
2438,305,2023-06-19,171,2023-06-23,4
2439,196,2023-08-10,133,2023-08-19,9
2440,455,2023-11-02,144,2023-11-08,6
2441,125,2023-03-20,182,2023-04-03,14
2442,6,2023-01-04,16,2023-01-14,10
2443,442,2023-09-30,108,2023-10-14,14
2444,318,2024-06-06,50,2024-06-12,6
2445,261,2024-03-22,4,2024-03-31,9
2446,271,2023-06-15,55,2023-06-17,2
2447,358,2024-10-10,36,2024-10-23,13
2448,34,2023-08-03,180,2023-08-15,12
2449,245,2024-10-13,141,2024-10-27,14
2450,90,2023-11-01,68,2023-11-10,9
2451,45,2024-07-19,64,2024-07-23,4
2452,254,2023-07-19,143,2023-07-21,2
2453,64,2023-06-25,117,2023-07-02,7
2454,328,2023-12-10,12,2023-12-12,2
2455,29,2023-02-25,78,2023-02-28,3
2456,83,2023-01-09,80,2023-01-16,7
2457,381,2024-08-10,66,2024-08-25,15
2458,474,2023-03-06,44,2023-03-14,8
2459,426,2024-05-29,180,2024-06-08,10
2460,316,2023-06-05,80,2023-06-10,5
2461,451,2023-07-18,14,2023-07-31,13
2462,157,2024-07-11,128,2024-07-13,2
2463,50,2024-05-15,63,2024-05-19,4
2464,233,2023-11-15,176,2023-11-23,8
2465,180,2024-04-09,34,2024-04-20,11
2466,142,2023-03-03,149,2023-03-16,13
2467,135,2024-10-21,179,2024-10-27,6
2468,240,2023-08-30,139,2023-09-02,3
2469,160,2023-01-27,29,2023-02-04,8
2470,265,2023-10-22,29,2023-11-06,15
2471,212,2023-05-08,138,2023-05-19,11
2472,489,2024-08-29,131,2024-09-12,14
2473,85,2024-11-07,13,2024-11-13,6
2474,35,2023-11-03,47,2023-11-14,11
2475,23,2023-02-19,140,2023-03-02,11
2476,114,2023-11-23,151,2023-12-02,9
2477,68,2023-09-16,157,2023-09-21,5
2478,313,2023-05-22,94,2023-05-26,4
2479,298,2023-05-14,52,2023-05-22,8
2480,238,2024-06-28,161,2024-07-03,5
2481,360,2024-03-16,145,2024-03-29,13
2482,381,2024-09-21,45,2024-10-05,14
2483,109,2024-01-19,40,2024-01-21,2
2484,274,2023-08-27,124,2023-09-04,8
2485,310,2024-11-25,5,2024-12-08,13
2486,88,2024-09-14,77,2024-09-25,11
2487,176,2023-04-27,31,2023-05-12,15
2488,344,2023-11-15,54,2023-11-30,15
2489,130,2023-08-18,162,2023-08-21,3
2490,498,2023-06-29,182,2023-07-08,9
2491,473,2024-10-19,73,2024-11-01,13
2492,377,2024-09-28,12,2024-10-12,14
2493,488,2023-10-26,113,2023-10-31,5
2494,37,2024-09-29,169,2024-10-01,2
2495,189,2023-10-23,93,2023-11-05,13
2496,489,2024-09-24,100,2024-10-06,12
2497,157,2024-04-22,92,2024-05-01,9
2498,332,2024-10-12,174,2024-10-24,12
2499,304,2023-05-11,1,2023-05-23,12
2500,461,2024-09-14,135,2024-09-28,14
2501,207,2024-08-19,105,2024-09-03,15
2502,466,2023-12-13,113,2023-12-24,11
2503,106,2023-02-04,68,2023-02-10,6
2504,427,2023-04-29,111,2023-05-07,8
2505,379,2024-05-04,9,2024-05-07,3
2506,99,2023-03-03,120,2023-03-08,5
2507,79,2024-08-21,193,2024-09-04,14
2508,175,2023-02-03,92,2023-02-16,13
2509,322,2023-07-29,146,2023-08-09,11
2510,329,2023-01-26,109,2023-01-31,5
2511,280,2023-01-02,47,2023-01-14,12
2512,321,2024-08-23,153,2024-09-06,14
2513,222,2023-05-30,18,2023-06-04,5
2514,442,2024-09-04,151,2024-09-14,10
2515,89,2023-01-03,40,2023-01-13,10
2516,68,2024-03-21,186,2024-03-31,10
2517,240,2024-10-24,73,2024-10-28,4
2518,375,2024-04-27,70,2024-05-03,6
2519,114,2024-06-28,56,2024-07-03,5
2520,205,2024-08-11,101,2024-08-14,3
2521,81,2024-08-23,74,2024-09-02,10
2522,82,2024-07-31,158,2024-08-04,4
2523,131,2024-03-10,184,2024-03-23,13
2524,405,2023-04-25,111,2023-04-29,4
2525,15,2024-07-19,164,2024-07-22,3
2526,116,2024-10-17,7,2024-10-24,7
2527,482,2023-08-15,199,2023-08-28,13
2528,182,2023-07-10,76,2023-07-12,2
2529,395,2023-03-04,112,2023-03-10,6
2530,232,2023-05-25,40,2023-06-06,12
2531,234,2023-01-08,186,2023-01-17,9
2532,42,2024-05-05,71,2024-05-08,3
2533,178,2023-08-21,183,2023-08-23,2
2534,316,2024-03-27,76,2024-04-01,5
2535,362,2023-06-28,100,2023-06-30,2
2536,414,2024-10-24,173,2024-11-04,11
2537,92,2023-05-13,82,2023-05-28,15
2538,45,2023-06-24,182,2023-06-29,5
2539,92,2024-07-07,184,2024-07-22,15
2540,258,2023-04-13,167,2023-04-21,8
2541,348,2024-10-11,29,2024-10-21,10
2542,459,2023-05-17,130,2023-05-27,10
2543,373,2023-12-24,195,2023-12-28,4
2544,423,2024-05-09,189,2024-05-20,11
2545,204,2023-12-08,103,2023-12-22,14
2546,63,2024-01-09,149,2024-01-15,6
2547,214,2023-05-04,8,2023-05-09,5
2548,397,2023-09-03,107,2023-09-16,13
2549,459,2023-05-14,121,2023-05-17,3
2550,428,2023-01-29,25,2023-02-10,12
2551,169,2023-08-01,167,2023-08-14,13
2552,366,2024-01-27,74,2024-02-07,11
2553,170,2024-07-02,80,2024-07-14,12
2554,146,2023-02-07,152,2023-02-16,9
2555,252,2024-01-03,64,2024-01-09,6
2556,67,2023-04-04,4,2023-04-18,14
2557,404,2023-08-12,36,2023-08-18,6
2558,208,2023-05-17,60,2023-05-28,11
2559,216,2024-07-09,174,2024-07-18,9
2560,440,2024-11-10,167,2024-11-16,6
2561,199,2023-08-18,79,2023-08-28,10
2562,109,2024-11-19,146,2024-11-30,11
2563,239,2023-09-23,58,2023-10-05,12
2564,266,2024-09-18,50,2024-10-03,15
2565,138,2023-05-22,78,2023-05-27,5
2566,392,2024-02-18,130,2024-02-20,2
2567,369,2023-06-30,102,2023-07-04,4
2568,296,2023-12-14,110,2023-12-29,15
2569,450,2024-03-28,150,2024-03-30,2
2570,419,2023-05-06,126,2023-05-15,9
2571,40,2023-06-09,168,2023-06-24,15
2572,370,2024-08-21,57,2024-08-24,3
2573,165,2024-01-08,200,2024-01-13,5
2574,221,2023-06-10,113,2023-06-20,10
2575,148,2023-09-30,109,2023-10-08,8
2576,355,2023-07-31,13,2023-08-12,12
2577,230,2024-09-14,169,2024-09-19,5
2578,40,2024-10-30,8,2024-11-02,3
2579,422,2024-01-25,65,2024-02-08,14
2580,359,2023-07-01,175,2023-07-09,8
2581,92,2023-03-04,167,2023-03-06,2
2582,211,2023-09-13,133,2023-09-28,15
2583,65,2024-01-24,62,2024-02-07,14
2584,140,2024-06-24,91,2024-07-03,9
2585,330,2024-03-18,60,2024-03-31,13
2586,412,2024-01-02,97,2024-01-14,12
2587,416,2024-02-01,69,2024-02-07,6
2588,226,2024-04-22,71,2024-04-29,7
2589,299,2023-09-04,97,2023-09-06,2
2590,26,2023-10-26,125,2023-10-29,3
