Sale_ID,Product_ID,Sale_Date,Quantity,Revenue
1578,477,2023-12-11,39,3433.17
1579,278,2024-03-17,22,14742.2
1580,338,2024-11-19,5,1439.95
1581,309,2023-03-19,24,13698.72
1582,72,2024-03-06,42,25173.96
1583,299,2023-01-03,50,23969.5
1584,264,2024-06-25,47,9439.95
1585,284,2024-04-16,42,22245.3
1586,50,2023-06-25,40,19270.0
1587,33,2024-05-27,34,3891.98
1588,58,2023-03-01,42,7139.16
1589,15,2024-09-11,31,7764.57
1590,473,2024-05-23,47,3892.07
1591,140,2023-03-22,47,25402.09
1592,491,2024-09-13,37,20404.39
1593,410,2024-07-20,34,25245.68
1594,136,2023-11-22,17,4483.24
1595,389,2023-10-04,34,5819.1
1596,214,2024-08-02,7,5032.3
1597,101,2024-02-10,11,3589.19
1598,39,2024-03-21,49,5895.68
1599,160,2023-12-10,12,3133.2
1600,257,2023-05-22,36,21131.64
1601,252,2024-08-23,16,9917.44
1602,59,2023-05-01,8,1028.64
1603,56,2024-09-02,35,11215.05
1604,434,2024-05-21,45,17068.05
1605,269,2024-02-21,37,7437.37
1606,42,2023-01-28,35,12882.8
1607,339,2023-12-22,23,10221.66
1608,334,2024-10-30,19,12008.57
1609,123,2024-01-03,26,19623.76
1610,373,2024-08-20,31,18860.09
1611,492,2024-08-20,18,6224.58
1612,189,2023-07-05,7,1390.06
1613,222,2024-11-23,9,4066.56
1614,390,2023-02-26,24,9637.2
1615,18,2024-10-14,26,12972.7
1616,115,2023-04-17,35,10047.1
1617,126,2024-06-08,17,5020.44
1618,417,2023-08-24,1,93.22
1619,70,2023-06-11,30,25715.1
1620,43,2023-12-06,50,27520.5
1621,448,2024-03-06,27,10507.05
1622,394,2023-09-18,28,16354.52
1623,425,2023-09-02,32,8624.96
1624,141,2024-05-04,8,1701.68
1625,8,2023-10-22,44,5722.2
1626,125,2023-11-04,24,9754.08
1627,164,2023-06-18,32,16581.12
1628,419,2023-06-27,20,11090.2
1629,451,2023-01-15,36,7609.32
1630,404,2024-09-09,30,19709.7
1631,192,2023-08-17,32,9916.48
1632,202,2024-10-29,42,6634.32
1633,362,2024-05-03,17,9636.11
1634,114,2023-11-09,9,977.31
1635,470,2023-02-08,14,3148.18
1636,319,2024-01-04,6,5016.78
1637,477,2023-11-12,34,2993.02
1638,137,2023-05-31,44,13780.8
1639,490,2024-02-03,42,22732.92
1640,367,2024-12-01,46,14634.9
1641,139,2024-04-01,31,22640.54
1642,180,2023-12-06,9,5539.95
1643,235,2024-04-28,23,11397.88
1644,247,2024-10-02,12,8314.92
1645,227,2023-07-19,30,2840.4
1646,190,2024-09-17,36,19366.92
1647,176,2024-09-08,11,8258.47
1648,62,2024-07-17,38,17024.76
1649,239,2024-05-07,27,2701.08
1650,157,2023-11-25,47,27260.47
1651,255,2024-06-12,46,10586.9
1652,450,2023-02-27,21,12589.71
1653,347,2024-08-22,33,26482.17
1654,351,2023-05-13,1,422.36
1655,334,2023-10-28,44,27809.32
1656,227,2024-06-23,25,2367.0
1657,98,2024-06-21,18,13044.42
1658,98,2023-01-13,38,27538.22
1659,460,2024-03-11,8,2695.04
1660,17,2023-09-05,29,16956.88
1661,367,2023-09-22,47,14953.05
1662,87,2024-06-25,10,6438.5
1663,374,2024-08-30,28,4153.8
1664,93,2023-03-02,16,5862.56
1665,149,2024-06-01,3,1469.91
1666,304,2023-01-07,49,40356.89
1667,97,2023-09-23,26,22481.68
1668,276,2024-07-14,28,8107.4
1669,265,2023-11-26,35,9556.4
1670,289,2023-11-10,20,4854.0
1671,225,2023-02-10,12,3878.88
1672,247,2024-01-09,1,692.91
1673,480,2023-03-05,46,23253.0
1674,364,2024-01-02,17,6478.02
1675,177,2024-01-05,34,12283.86
1676,155,2023-08-02,45,8241.75
1677,379,2024-08-22,10,5691.0
1678,444,2023-02-08,23,7918.67
1679,451,2023-07-10,19,4016.03
1680,479,2023-06-07,15,2998.2
1681,250,2024-02-25,50,24826.5
1682,452,2024-02-17,31,23019.36
1683,148,2024-05-31,48,23141.76
1684,364,2023-09-18,23,8764.38
1685,370,2024-06-07,26,19225.96
1686,303,2023-02-21,3,351.72
1687,212,2023-01-13,30,3963.3
1688,141,2023-11-05,39,8295.69
1689,351,2024-09-02,10,4223.6
1690,470,2023-03-18,28,6296.36
1691,375,2024-02-28,2,412.06
1692,56,2024-08-03,21,6729.03
1693,52,2024-05-17,14,11208.96
1694,333,2023-08-14,9,3028.05
1695,495,2024-10-25,49,13001.66
1696,159,2023-04-17,37,23402.87
1697,42,2024-11-01,22,8097.76
1698,469,2024-06-02,35,13602.4
1699,207,2023-09-15,32,14314.56
1700,466,2023-01-21,6,1381.02
1701,337,2023-01-03,8,3527.76
1702,71,2024-06-15,49,5577.18
1703,322,2024-02-01,3,2031.99
1704,374,2024-07-02,9,1335.15
1705,456,2024-12-01,46,17540.72
1706,278,2023-07-07,18,12061.8
1707,319,2023-03-27,48,40134.24
1708,425,2023-10-16,28,7546.84
1709,490,2023-01-17,13,7036.38
1710,308,2023-04-19,12,7696.92
1711,481,2024-02-17,15,1573.35
1712,59,2024-10-04,28,3600.24
1713,451,2024-07-03,26,5495.62
1714,368,2023-07-01,37,21345.67
1715,139,2024-09-10,7,5112.38
1716,420,2023-11-02,45,3036.6
1717,58,2023-12-02,24,4079.52
1718,444,2023-10-28,11,3787.19
1719,214,2023-03-19,38,27318.2
1720,440,2024-12-01,7,3605.49
1721,447,2023-10-24,45,22263.3
1722,432,2024-04-26,30,6977.4
1723,4,2023-05-15,46,36165.66
1724,321,2023-08-30,15,1749.6
1725,141,2024-04-17,29,6168.59
1726,305,2024-05-23,19,5966.76
1727,42,2024-08-30,8,2944.64
1728,453,2023-01-03,37,7856.21
1729,46,2023-01-06,24,16245.6
1730,424,2023-12-16,13,8456.63
1731,306,2024-09-23,1,608.21
1732,280,2024-09-06,28,6533.24
1733,72,2023-08-16,9,5394.42
1734,147,2023-11-20,41,20061.71
1735,387,2024-11-26,4,1258.48
1736,451,2024-04-17,14,2959.18
1737,266,2023-06-29,14,2576.14
1738,444,2023-10-17,45,15493.05
1739,30,2024-08-02,24,16030.32
1740,223,2024-02-04,44,23007.16
1741,105,2023-08-28,9,6686.46
1742,161,2023-06-16,32,5919.36
1743,270,2024-10-25,40,32450.0
1744,267,2023-11-08,26,4193.02
1745,55,2024-05-06,29,2415.41
1746,361,2023-11-14,41,9197.12
1747,182,2024-04-13,49,16755.06
1748,59,2024-11-26,45,5786.1
1749,191,2024-11-08,11,2269.3
1750,223,2023-12-02,10,5228.9
1751,108,2023-12-27,50,28123.5
1752,85,2023-02-21,36,4091.04
1753,62,2023-06-23,3,1344.06
1754,88,2024-01-23,22,16768.62
1755,363,2023-10-29,1,78.56
1756,367,2023-06-25,5,1590.75
1757,247,2024-08-12,9,6236.19
1758,148,2023-11-04,38,18320.56
1759,99,2023-07-16,19,9071.74
1760,89,2024-06-17,23,9852.97
1761,369,2024-02-01,16,2581.44
1762,147,2024-04-27,20,9786.2
1763,233,2023-12-05,40,6326.0
1764,500,2023-03-17,8,644.48
1765,9,2023-01-04,14,4214.42
1766,146,2024-04-05,46,19679.26
1767,130,2023-04-01,44,34261.92
1768,139,2023-03-20,1,730.34
1769,484,2023-04-15,33,6001.05
1770,442,2024-11-23,50,39474.0
1771,379,2023-07-07,8,4552.8
1772,396,2024-07-04,29,11143.54
1773,460,2024-06-09,36,12127.68
1774,159,2024-02-24,26,16445.26
1775,17,2024-11-27,50,29236.0
1776,335,2023-09-23,28,10904.32
1777,242,2023-11-12,50,15192.0
1778,361,2024-09-29,36,8075.52
1779,390,2023-08-15,7,2810.85
1780,299,2024-01-01,13,6232.07
1781,96,2024-05-23,20,2179.0
1782,120,2024-05-24,31,9460.58
1783,296,2023-05-31,26,14429.74
1784,169,2023-11-15,48,18603.36
1785,257,2023-11-22,13,7630.87
1786,337,2023-10-01,45,19843.65
1787,309,2023-09-29,8,4566.24
1788,480,2023-10-16,8,4044.0
1789,132,2024-06-28,11,4197.93
1790,267,2024-02-18,29,4676.83
1791,358,2023-08-28,25,15680.5
1792,338,2023-11-22,21,6047.79
1793,424,2024-10-10,26,16913.26
1794,308,2023-07-07,4,2565.64
1795,376,2024-06-01,8,5376.16
1796,135,2023-03-12,34,20636.98
1797,14,2024-02-09,9,3312.45
1798,90,2023-12-22,19,10108.57
1799,488,2023-09-30,7,1643.04
1800,304,2023-05-30,42,34591.62
1801,363,2024-08-25,42,3299.52
1802,46,2024-03-21,12,8122.8
1803,453,2023-05-29,26,5520.58
1804,376,2023-04-05,12,8064.24
1805,274,2024-05-01,26,19497.66
1806,43,2024-11-23,18,9907.38
1807,177,2023-02-26,27,9754.83
1808,122,2024-06-04,12,9175.92
1809,8,2024-06-01,31,4031.55
1810,32,2023-03-14,17,2460.58
1811,215,2023-08-27,36,3500.64
1812,408,2023-05-26,45,7672.95
1813,418,2024-06-27,42,10427.76
1814,317,2023-03-07,10,1687.2
1815,409,2024-10-09,30,18465.6
1816,305,2023-05-14,50,15702.0
1817,16,2024-02-25,46,16104.6
1818,122,2023-11-07,1,764.66
1819,57,2024-08-26,45,4406.4
1820,420,2023-08-01,44,2969.12
1821,66,2023-04-07,5,3038.2
1822,164,2024-04-16,12,6217.92
1823,430,2023-10-03,27,11171.25
1824,435,2023-11-03,16,9748.64
1825,169,2023-10-31,18,6976.26
1826,338,2024-01-31,19,5471.81
1827,465,2024-08-17,38,7421.78
1828,482,2024-06-27,29,3805.38
1829,189,2023-10-17,43,8538.94
1830,173,2024-04-12,47,36908.16
1831,327,2023-10-13,14,3527.44
1832,22,2024-06-21,30,13732.8
1833,186,2023-02-28,2,280.84
1834,497,2023-04-18,34,2981.8
1835,143,2023-08-03,11,6250.64
1836,410,2024-04-26,33,24503.16
1837,37,2024-09-29,47,21965.92
1838,195,2024-07-01,41,19140.44
1839,199,2024-07-16,9,1400.4
1840,400,2023-11-23,43,8987.43
1841,454,2023-05-05,45,10536.3
1842,202,2024-04-24,36,5686.56
1843,442,2024-05-21,19,15000.12
1844,448,2024-03-03,18,7004.7
1845,106,2023-02-06,11,7900.64
1846,224,2024-06-17,28,9257.08
1847,276,2024-06-04,41,11871.55
1848,198,2023-04-19,1,96.44
1849,417,2024-10-26,48,4474.56
1850,230,2023-03-21,32,21700.48
1851,372,2023-12-03,12,3359.64
1852,494,2024-01-07,39,9415.77
1853,191,2024-08-05,48,9902.4
1854,208,2024-04-12,27,12585.24
1855,312,2024-10-09,46,18152.52
1856,89,2023-10-13,17,7282.63
1857,133,2023-09-16,8,3948.24
1858,192,2023-07-08,36,11156.04
1859,360,2024-06-01,29,9261.73
1860,441,2023-09-06,26,5822.18
1861,170,2023-01-20,26,14029.6
1862,431,2024-04-25,37,5609.57
1863,9,2023-05-16,8,2408.24
1864,185,2023-02-02,31,4090.14
1865,256,2024-09-14,12,4426.2
1866,337,2023-10-03,22,9701.34
1867,303,2023-10-29,42,4924.08
1868,152,2023-08-19,8,4062.72
1869,37,2024-06-15,31,14488.16
1870,425,2024-10-11,26,7007.78
1871,147,2023-05-15,20,9786.2
1872,454,2024-06-24,41,9599.74
1873,317,2024-04-11,29,4892.88
1874,316,2024-11-14,4,3115.36
1875,22,2023-07-11,8,3662.08
1876,124,2024-09-13,44,17042.52
1877,143,2024-10-19,25,14206.0
1878,27,2023-02-13,9,2956.68
1879,295,2023-07-22,6,1925.52
1880,250,2023-10-09,36,17875.08
1881,114,2023-05-17,4,434.36
1882,425,2023-10-06,11,2964.83
1883,346,2023-09-17,38,13652.26
1884,326,2024-02-25,16,8904.8
1885,15,2023-01-19,11,2755.17
1886,363,2023-03-29,9,707.04
1887,183,2023-07-12,6,3551.64
1888,241,2024-08-02,3,699.69
1889,492,2023-04-03,15,5187.15
1890,35,2023-05-06,8,801.6
1891,31,2023-02-06,39,22919.91
1892,421,2023-06-13,43,14823.39
1893,318,2024-09-14,39,20154.81
1894,469,2023-05-22,40,15545.6
1895,187,2023-12-08,27,5215.05
1896,251,2024-01-13,25,12708.25
1897,252,2023-05-16,11,6818.24
1898,106,2023-10-29,13,9337.12
1899,68,2024-09-26,40,28729.2
1900,239,2024-08-10,45,4501.8
1901,348,2023-12-16,3,1558.59
1902,370,2024-09-11,19,14049.74
1903,39,2023-10-03,8,962.56
1904,279,2024-05-21,47,34899.85
1905,93,2023-01-29,39,14289.99
1906,34,2024-06-09,23,11459.52
1907,102,2023-04-12,10,6823.1
1908,493,2024-03-22,16,7866.72
1909,135,2024-10-24,27,16388.19
1910,311,2024-10-03,15,5105.85
1911,498,2024-07-04,43,6179.1
1912,47,2024-08-19,12,4538.16
1913,378,2023-11-09,38,19286.9
1914,252,2023-05-02,1,619.84
1915,324,2023-05-14,37,25118.19
1916,112,2023-11-08,43,23137.44
1917,251,2023-05-13,20,10166.6
1918,214,2023-02-18,8,5751.2
1919,216,2024-07-30,11,3315.73
1920,386,2023-09-24,46,14946.32
1921,377,2023-09-28,28,13462.4
1922,311,2024-01-08,13,4425.07
1923,221,2024-04-15,38,14141.7
1924,226,2023-06-22,29,16191.28
1925,363,2024-10-14,12,942.72
1926,439,2023-01-26,35,2649.85
1927,261,2023-11-23,9,4067.91
1928,64,2023-11-20,43,13291.3
1929,385,2024-08-04,42,16443.42
1930,434,2023-09-25,34,12895.86
1931,51,2023-11-30,33,10376.19
1932,302,2024-11-21,21,3234.84
1933,74,2023-04-27,7,4720.66
1934,464,2024-05-30,35,13511.4
1935,359,2023-04-22,1,160.99
1936,33,2023-03-09,22,2518.34
1937,445,2024-11-17,31,3857.64
1938,371,2024-08-21,26,4656.08
1939,141,2023-06-02,2,425.42
1940,345,2023-12-11,17,4842.28
1941,314,2023-04-15,3,1871.94
1942,284,2023-01-13,48,25423.2
1943,305,2024-10-24,6,1884.24
1944,372,2023-07-17,19,5319.43
1945,198,2024-10-15,37,3568.28
1946,272,2023-10-08,3,1163.46
1947,422,2024-11-11,13,3967.08
1948,427,2023-12-17,1,609.18
1949,140,2023-07-07,12,6485.64
1950,431,2023-08-10,43,6519.23
1951,382,2023-11-15,49,12146.12
1952,151,2023-07-20,45,23676.3
1953,35,2024-09-22,31,3106.2
1954,177,2023-06-19,32,11561.28
1955,116,2023-04-08,11,7029.33
1956,41,2023-01-01,7,2432.29
1957,415,2024-02-28,44,21080.84
1958,48,2024-06-26,36,4913.64
1959,193,2024-11-08,15,9105.45
1960,278,2023-01-07,45,30154.5
1961,72,2023-01-16,43,25773.34
1962,468,2024-09-17,29,18522.59
1963,79,2024-09-19,19,8867.3
1964,134,2023-12-13,41,31515.47
1965,279,2023-03-22,6,4455.3
1966,214,2023-02-23,43,30912.7
1967,365,2023-12-07,2,1128.62
1968,239,2024-10-02,34,3401.36
1969,158,2023-08-25,9,4670.01
1970,463,2024-08-10,17,6421.41
1971,372,2023-03-11,11,3079.67
1972,115,2024-06-21,4,1148.24
1973,145,2023-03-02,43,5824.35
1974,383,2024-09-29,31,5699.66
1975,70,2024-03-28,27,23143.59
1976,475,2023-02-16,49,26757.43
1977,53,2023-05-09,20,2903.6
1978,352,2023-05-17,44,11260.92
1979,491,2024-02-25,40,22058.8
1980,456,2023-08-11,14,5338.48
1981,170,2024-07-17,50,26980.0
1982,385,2024-06-01,28,10962.28
1983,252,2024-07-07,44,27272.96
1984,32,2023-06-25,6,868.44
1985,229,2023-08-19,36,21825.0
1986,56,2024-11-29,43,13778.49
1987,72,2023-09-02,10,5993.8
1988,354,2023-05-17,28,16630.04
1989,390,2023-05-24,8,3212.4
1990,250,2024-11-26,23,11420.19
1991,463,2023-08-14,40,15109.2
1992,499,2024-10-05,7,1306.55
1993,265,2023-05-17,35,9556.4
1994,412,2024-08-16,17,13344.66
1995,152,2024-03-09,7,3554.88
1996,36,2024-04-11,9,6607.08
1997,114,2024-09-25,11,1194.49
1998,179,2024-01-21,4,1716.0
1999,335,2024-05-18,13,5062.72
2000,285,2023-08-17,6,2972.88
2001,260,2023-07-06,37,23343.67
2002,419,2023-07-26,34,18853.34
2003,442,2023-03-06,48,37895.04
2004,241,2024-06-13,32,7463.36
2005,179,2024-08-18,12,5148.0
2006,330,2024-10-08,11,6130.85
2007,303,2024-08-14,10,1172.4
2008,466,2023-09-17,20,4603.4
2009,41,2024-03-11,41,14246.27
2010,4,2024-11-09,50,39310.5
2011,410,2024-09-04,1,742.52
2012,135,2024-02-20,10,6069.7
2013,115,2023-01-09,32,9185.92
2014,382,2024-10-30,7,1735.16
2015,267,2024-08-06,45,7257.15
2016,371,2023-08-10,19,3402.52
2017,392,2023-04-27,20,10493.8
2018,144,2023-01-28,17,5634.48
2019,229,2024-04-16,30,18187.5
2020,428,2023-10-20,48,18239.04
2021,315,2024-05-26,35,18531.8
2022,486,2023-09-11,6,1205.76
2023,333,2024-04-23,10,3364.5
2024,477,2023-06-04,20,1760.6
2025,219,2023-04-14,4,922.28
2026,360,2024-03-13,31,9900.47
2027,88,2024-09-13,28,21341.88
2028,108,2023-01-13,3,1687.41
2029,263,2023-02-14,11,1366.2
2030,117,2023-03-15,4,3458.48
2031,477,2024-01-25,20,1760.6
2032,188,2024-01-01,1,158.48
2033,78,2023-10-25,27,12006.09
2034,468,2023-09-29,30,19161.3
2035,385,2024-08-03,5,1957.55
2036,94,2024-02-15,25,6557.5
2037,323,2023-08-17,40,17916.4
2038,297,2023-08-23,28,5518.24
2039,38,2023-06-24,33,4418.37
2040,476,2024-03-14,2,1045.72
2041,236,2024-07-16,12,2858.4
2042,155,2023-05-21,31,5677.65
2043,313,2023-04-20,32,10705.28
2044,265,2024-02-16,15,4095.6
2045,112,2024-10-12,45,24213.6
2046,196,2023-11-12,41,6860.12
2047,39,2023-02-26,47,5655.04
2048,305,2023-01-30,11,3454.44
2049,40,2024-05-17,32,24225.28
2050,87,2024-04-18,20,12877.0
2051,229,2023-01-19,43,26068.75
2052,293,2024-01-04,36,4493.16
2053,77,2024-10-08,20,14564.4
2054,305,2024-01-11,3,942.12
2055,33,2024-05-25,38,4349.86
2056,163,2023-07-21,34,10262.56
2057,276,2023-02-27,43,12450.65
2058,318,2024-09-11,4,2067.16
2059,125,2024-11-21,6,2438.52
2060,486,2024-05-27,21,4220.16
2061,284,2024-05-04,28,14830.2
2062,127,2023-11-01,27,2831.49
2063,490,2024-09-10,50,27063.0
2064,346,2024-07-15,29,10418.83
2065,269,2024-11-27,19,3819.19
2066,411,2023-08-23,22,3567.96
2067,479,2024-04-06,30,5996.4
2068,132,2023-07-02,29,11067.27
2069,373,2024-11-29,38,23118.82
2070,457,2024-06-11,1,415.54
2071,87,2024-03-21,21,13520.85
2072,251,2024-06-10,25,12708.25
2073,205,2024-01-01,33,6777.54
2074,203,2023-02-25,44,8245.6
2075,35,2023-08-14,49,4909.8
2076,221,2024-07-05,40,14886.0
2077,359,2024-04-15,19,3058.81
2078,398,2023-08-20,44,33233.2
2079,448,2024-07-21,6,2334.9
2080,146,2024-10-29,18,7700.58
2081,305,2024-08-21,20,6280.8
2082,37,2024-07-01,7,3271.52
2083,159,2024-04-12,22,13915.22
2084,85,2024-11-08,14,1590.96
2085,114,2023-08-23,12,1303.08
2086,131,2023-03-26,37,24678.26
2087,346,2024-08-09,9,3233.43
2088,402,2023-02-16,15,7387.95
2089,148,2024-06-06,44,21213.28
2090,499,2024-01-10,6,1119.9
2091,463,2024-09-02,16,6043.68
2092,320,2024-03-21,41,6960.98
2093,330,2023-07-04,29,16163.15
2094,264,2023-06-22,38,7632.3
2095,479,2024-08-21,5,999.4
2096,227,2024-11-18,42,3976.56
2097,371,2024-10-04,4,716.32
2098,196,2024-07-25,39,6525.48
2099,412,2024-08-02,20,15699.6
2100,164,2024-04-18,28,14508.48
2101,324,2024-10-25,3,2036.61
2102,91,2023-06-03,49,11678.17
2103,77,2023-05-11,2,1456.44
2104,432,2023-07-24,40,9303.2
2105,218,2023-11-06,41,20258.92
2106,7,2023-04-13,3,1860.3
2107,201,2023-08-08,26,5832.58
2108,36,2023-11-25,11,8075.32
2109,415,2023-08-12,15,7186.65
2110,324,2024-11-14,31,21044.97
2111,426,2023-06-16,44,15180.88
2112,293,2024-04-06,24,2995.44
2113,29,2023-06-04,5,733.9
2114,25,2024-05-15,10,3385.2
2115,104,2023-06-16,49,9628.99
2116,403,2023-04-01,35,13702.5
2117,283,2023-09-15,48,28351.68
2118,265,2024-07-16,5,1365.2
2119,183,2023-07-24,48,28413.12
2120,211,2024-07-17,27,11980.71
2121,431,2023-07-26,29,4396.69
2122,199,2024-02-14,30,4668.0
2123,163,2023-06-15,18,5433.12
2124,443,2023-06-01,43,8271.91
2125,417,2023-06-23,40,3728.8
2126,368,2023-01-23,20,11538.2
2127,294,2024-02-23,29,16227.53
2128,119,2023-07-05,30,15408.9
2129,478,2024-08-21,11,2565.09
2130,446,2023-06-25,8,5674.48
2131,168,2024-03-04,5,1418.4
2132,104,2023-04-11,20,3930.2
2133,71,2023-02-07,3,341.46
2134,266,2024-09-22,10,1840.1
2135,292,2023-03-02,38,9506.08
2136,135,2024-06-04,3,1820.91
2137,468,2024-07-24,19,12135.49
2138,251,2023-06-17,15,7624.95
2139,262,2023-04-09,27,6966.81
2140,266,2023-05-29,37,6808.37
2141,280,2023-02-27,48,11199.84
2142,20,2023-07-26,31,18753.14
2143,468,2023-08-06,18,11496.78
2144,343,2024-02-17,22,5630.9
2145,271,2023-10-24,37,5031.26
2146,371,2023-10-05,1,179.08
2147,150,2023-06-06,40,26310.0
2148,152,2023-02-27,39,19805.76
2149,36,2023-07-15,41,30098.92
2150,217,2024-04-15,18,10100.34
2151,180,2023-12-28,44,27084.2
2152,384,2023-11-27,16,11089.28
2153,95,2024-08-23,27,14776.02
2154,241,2023-08-25,19,4431.37
2155,294,2024-05-19,46,25740.22
2156,405,2023-05-18,46,35242.44
2157,92,2023-07-29,36,7533.36
2158,193,2024-04-06,41,24888.23
2159,238,2023-02-02,26,8888.36
2160,73,2024-04-09,40,14013.6
2161,382,2024-05-13,45,11154.6
2162,339,2023-11-29,25,11110.5
2163,11,2024-08-26,16,12035.84
2164,408,2024-02-01,10,1705.1
2165,304,2023-05-07,36,29649.96
2166,426,2024-06-20,28,9660.56
2167,441,2023-10-27,45,10076.85
2168,363,2023-01-21,23,1806.88
2169,148,2024-02-11,7,3374.84
2170,308,2024-03-12,48,30787.68
2171,176,2024-04-01,10,7507.7
2172,314,2024-09-03,25,15599.5
2173,357,2023-06-22,43,24085.16
2174,11,2024-05-31,36,27080.64
2175,451,2024-02-06,14,2959.18
2176,34,2024-08-14,41,20427.84
2177,106,2023-07-15,8,5745.92
2178,398,2023-02-05,38,28701.4
2179,429,2023-10-05,27,6253.74
2180,156,2023-01-27,40,3628.8
2181,410,2023-01-24,14,10395.28
2182,54,2024-05-23,43,16704.21
2183,91,2023-07-17,18,4289.94
2184,219,2024-08-25,40,9222.8
2185,129,2023-01-25,21,10672.2
2186,236,2024-09-09,3,714.6
2187,425,2024-10-13,47,12667.91
2188,104,2023-03-31,22,4323.22
2189,167,2023-07-04,1,645.45
2190,203,2023-12-10,7,1311.8
2191,324,2023-12-28,38,25797.06
2192,118,2024-09-18,35,5027.05
2193,104,2023-12-12,16,3144.16
2194,84,2024-07-23,40,27282.0
2195,54,2024-08-11,43,16704.21
2196,439,2024-06-17,40,3028.4
2197,269,2023-03-17,11,2211.11
2198,434,2023-02-28,24,9102.96
2199,185,2023-08-09,13,1715.22
2200,24,2024-11-09,34,12265.84
2201,132,2023-12-27,19,7250.97
2202,160,2024-09-23,15,3916.5
2203,257,2024-08-12,50,29349.5
2204,407,2023-03-02,42,14908.32
2205,445,2023-02-06,2,248.88
2206,333,2024-03-16,8,2691.6
2207,237,2023-03-09,32,8152.0
2208,480,2024-09-19,5,2527.5
2209,285,2023-02-24,49,24278.52
2210,209,2023-11-18,45,5146.2
2211,267,2023-08-31,27,4354.29
2212,32,2023-09-18,7,1013.18
2213,337,2023-07-07,36,15874.92
2214,352,2023-12-08,14,3583.02
2215,108,2024-07-15,45,25311.15
2216,352,2023-03-04,15,3838.95
2217,409,2023-04-16,8,4924.16
2218,48,2023-07-20,16,2183.84
2219,210,2024-06-19,3,1640.55
2220,228,2024-01-28,23,5101.86
2221,396,2023-07-11,16,6148.16
2222,278,2023-10-24,23,15412.3
2223,428,2023-02-02,20,7599.6
2224,379,2023-06-03,39,22194.9
2225,165,2024-06-27,21,6389.46
2226,86,2023-08-29,30,7732.5
2227,44,2024-11-27,21,12067.65
2228,364,2024-07-21,29,11050.74
2229,54,2024-04-23,26,10100.22
2230,109,2023-09-02,1,434.52
2231,67,2023-01-04,35,8117.55
2232,387,2023-09-25,27,8494.74
2233,461,2024-03-30,31,13952.17
2234,92,2023-11-01,14,2929.64
2235,438,2023-12-12,17,6928.86
2236,11,2024-03-12,7,5265.68
2237,440,2024-09-30,39,20087.73
2238,363,2023-02-03,32,2513.92
2239,323,2024-08-18,4,1791.64
2240,110,2023-12-07,23,9821.46
2241,115,2023-05-05,40,11482.4
2242,161,2024-03-18,5,924.9
2243,446,2023-09-12,49,34756.19
2244,498,2023-06-19,20,2874.0
2245,158,2024-09-04,50,25944.5
2246,37,2023-02-07,37,17292.32
2247,110,2024-03-03,16,6832.32
2248,122,2023-04-19,32,24469.12
2249,318,2023-05-27,18,9302.22
2250,60,2024-08-12,35,18703.65
2251,68,2024-08-30,11,7900.53
2252,249,2024-02-23,23,3330.63
2253,337,2023-10-15,30,13229.1
2254,145,2023-08-02,35,4740.75
2255,447,2024-10-21,41,20284.34
2256,277,2024-08-13,34,27388.7
2257,499,2024-04-06,11,2053.15
2258,411,2024-04-13,40,6487.2
2259,268,2024-03-30,24,5871.6
2260,17,2024-08-02,14,8186.08
2261,75,2024-05-05,10,1295.6
2262,476,2023-09-24,27,14117.22
2263,360,2023-04-14,33,10539.21
2264,17,2024-10-15,42,24558.24
2265,465,2024-04-04,46,8984.26
2266,451,2023-01-12,38,8032.06
2267,317,2023-02-28,3,506.16
2268,423,2024-05-08,1,521.07
2269,226,2023-05-13,17,9491.44
2270,280,2024-04-08,29,6766.57
2271,102,2024-03-01,13,8870.03
2272,148,2024-07-07,36,17356.32
2273,339,2023-08-08,28,12443.76
2274,354,2023-12-19,44,26132.92
2275,401,2024-05-04,47,17899.48
2276,107,2023-12-07,43,27709.63
2277,466,2023-12-21,12,2762.04
2278,194,2023-07-22,42,14440.44
2279,325,2023-05-21,12,1948.92
2280,249,2024-10-13,15,2172.15
2281,299,2024-03-26,25,11984.75
2282,339,2023-01-10,29,12888.18
2283,277,2023-05-17,10,8055.5
2284,148,2023-03-11,28,13499.36
2285,449,2023-10-22,22,3034.46
2286,316,2024-06-10,26,20249.84
2287,390,2024-10-09,23,9235.65
2288,184,2023-06-29,31,7254.31
2289,175,2023-04-07,24,3989.04
2290,471,2023-04-22,1,581.95
2291,362,2023-05-24,23,13037.09
2292,433,2023-10-19,18,8811.72
2293,309,2023-07-08,25,14269.5
2294,448,2024-11-11,21,8172.15
2295,134,2023-12-26,21,16142.07
2296,154,2024-08-30,3,979.83
2297,11,2024-04-02,11,8274.64
2298,498,2023-04-06,36,5173.2
2299,203,2024-07-02,48,8995.2
2300,139,2024-02-10,40,29213.6
2301,422,2024-05-04,7,2136.12
2302,40,2024-04-17,31,23468.24
2303,471,2023-07-11,28,16294.6
2304,203,2023-04-22,7,1311.8
2305,24,2024-10-26,34,12265.84
2306,491,2024-06-23,4,2205.88
2307,332,2023-08-09,14,4869.06
2308,430,2023-11-13,13,5378.75
2309,266,2024-03-04,32,5888.32
2310,242,2024-07-04,5,1519.2
2311,456,2024-09-23,34,12964.88
2312,217,2024-04-22,35,19639.55
2313,149,2024-08-10,35,17148.95
2314,200,2024-01-20,42,13121.22
